id,predicted_price
1860600290,873841.56
1222000055,243898.48
-1802767016,351397.2
-1806766841,378469.0
809001520,910643.25
1796361140,303534.5
2103032715,1081514.9
-1776334227,565665.5
-1085833672,961665.94
245835738,779134.25
524059322,545412.8
12362984,364132.53
1245002952,807540.25
2021069059,348831.88
1405033299,643486.3
-664996366,820031.94
-958965081,288963.88
805433764,678644.75
-1016366546,314883.97
1126069045,1147861.5
-1021234417,333428.25
452001475,500296.0
693865638,932718.8
1737300130,702448.56
1894632744,427887.34
-615567271,599376.0
1096100010,367193.97
923965458,247948.28
1157833349,466409.8
273800100,332230.03
-1361434555,386052.2
808300090,361640.44
-1801767081,502548.3
740332959,671389.75
-914067136,384393.47
-664967166,382944.53
-1289533922,435003.78
-1791834522,333779.5
-511534582,465783.5
1271132764,410587.34
-1526767084,461621.34
-259067236,501247.8
870065518,427764.53
-1390614402,397330.66
-2069928215,435336.62
922265458,904576.56
-1660467211,288726.44
-640167096,360516.8
-1570888206,973185.5
-1697446576,678096.1
-1260766870,386767.1
984000130,434394.8
-737913922,493828.8
-666434532,767626.4
-1984936786,410276.56
-2089466756,496741.28
-1801767281,363400.2
-736573172,621163.75
1357633309,530942.1
990232724,484524.44
816595558,496734.66
1411332724,347677.4
-1016364806,313572.6
-1392934492,539831.25
152332712,537826.6
-690134547,224066.61
660965503,390344.44
678917148,559207.0
92326848,352627.2
-1305034207,1363756.5
-510894292,420967.22
-2069666711,317933.12
-1071928283,596323.44
2013801350,253270.39
-239266186,671128.56
-716565526,327316.72
-248466576,591216.3
1850634449,404611.28
912232899,679407.56
1972201856,645555.94
-1377254512,316436.12
-1312834082,591352.75
522079022,587104.56
1310033144,839644.2
-1957634362,436028.03
225465573,676371.06
-1881734272,770015.9
-1868908220,570591.06
-1034767096,378667.94
-1524365555,492690.9
43833204,246348.83
611065728,878158.1
-934034554,326804.25
-669908156,471229.1
-72657286,240308.22
2114700115,302971.12
-1003166586,346835.25
816655418,625501.5
-1269908172,1697420.1
-617333342,339080.06
930000470,1032310.5
-1899434532,609376.56
16000015,247932.67
1398533806,566532.56
-510894102,455212.38
-1364934437,534173.3
229965578,1020929.0
-617333322,300615.1
1224069074,858402.4
831933025,362772.75
-856465436,257507.97
-1472898216,546358.2
1656600310,573389.44
-438066789,1186236.0
1626069139,473469.25
-1770918039,869607.5
-390007146,449546.56
-1375113982,451584.16
-612732747,610524.25
-1866867216,938739.7
-2092467161,414283.8
1523550220,622499.9
-1981066686,347532.53
-171127246,506197.22
2125059124,857236.6
1225039067,526715.4
2136532987,542656.75
-1821587286,379378.22
1399533899,512532.53
-1413267250,317470.78
-1752114262,453211.12
-1957666926,258236.66
-418426666,283484.53
626059317,328302.44
-920466776,432612.53
-1361432689,408213.88
-275667245,581358.56
-62064681,562805.0
-748967206,271497.28
-462234377,886305.0
-856466196,432971.62
1769600066,804825.5
-443833982,405022.84
-1242266601,517143.38
-635624382,599562.4
-533267243,2438495.0
1320069179,416560.66
1331900410,772152.1
-1286834382,330705.1
-1830567011,456377.75
1868933854,382539.0
365865453,513696.2
-1980667096,462417.1
938169768,344487.8
-117867291,708507.06
267025668,365287.62
1828001220,620007.3
-1228566586,825368.7
624110610,861927.25
-254167036,333173.3
724532919,455402.56
-1813337116,946069.8
-1386764402,467967.44
510001280,923009.06
840175528,585187.8
1565950030,369812.12
1238267663,1100377.0
-416067026,717469.5
-498334512,189487.28
1112000035,400384.72
-2066067026,281290.25
-1941232852,404687.3
1245003740,560279.44
-2120463855,319922.6
-881684582,367398.53
1777332814,584170.2
-1965167156,349893.7
1494300040,486602.22
-462917166,356150.2
-1386833862,939128.3
-1390604422,365604.44
-804934372,336188.56
1250201175,465349.28
-240467116,1199163.0
-684734531,432164.72
-543362401,298606.97
925332844,278289.78
-971908269,416926.7
61677388,936644.44
83465598,534122.4
1668500100,954080.25
1023059365,582378.5
-986937236,477357.06
-62566436,1115792.6
2144800615,234673.64
1568100920,1576034.2
816575448,656799.06
-1371917875,352148.97
1051000040,1081259.1
2077700042,598620.25
833865438,287317.06
1228765863,1007361.8
-1456633917,448988.72
-181166746,540914.0
1258333079,2082400.2
2025701530,336079.9
-647333437,541576.25
-1065634572,306322.12
-1774898196,427781.7
1117333114,237612.53
-1085823832,871807.2
-1700766946,417294.66
-1572908283,285159.44
-511504112,438934.75
1423069162,497521.66
266066498,287257.3
-1589833961,610350.2
-72767016,290848.62
-618634542,517753.3
2009001600,300001.06
-1970024452,708205.1
-1417866311,505692.53
1196000007,475756.84
1330850130,739197.56
-1925034182,298047.62
1231001110,353425.78
645965438,325311.38
817167248,409086.47
933168409,410260.12
-2145167018,429616.56
-1355333394,660924.1
886765443,603063.94
707366473,914066.2
518500700,774286.2
-746434502,482056.78
1761143484,365229.44
-1949267036,475663.84
-785367226,242660.02
1431700280,567732.7
1623049174,349678.22
-1270878247,344935.22
-736594142,394340.88
-857524232,675672.2
1446800995,308644.28
-1348967011,292892.25
425079100,464719.97
-418654256,423987.78
1762600260,886430.94
1925069121,1185149.4
-1146934112,1009425.56
-769934577,368925.84
-267266043,489318.03
-1468918131,370812.28
1131332764,646266.75
1278000210,314213.5
923000270,395212.44
-932334587,324794.9
-1270888239,388117.97
-1018787276,323560.75
-1285633832,290743.78
-386867276,437931.25
245466213,678001.75
-243817226,273130.8
-390036766,321776.56
1868933675,541785.94
-647334282,481886.25
70733034,317771.28
423059207,250558.28
-302267031,322579.12
-1412634502,560013.4
-1754147286,500152.9
1405035214,1423864.9
906032734,508230.28
-958134577,2494599.2
-1372264331,716851.94
1525059198,1023280.1
1245003160,566199.25
-484966841,389398.16
-734334512,588718.2
1406532734,1696557.6
-1085914192,642454.94
1402600570,370015.34
-1014323832,282346.22
142055778,415530.25
726932794,409803.0
290000075,400215.22
-1453467286,404647.56
-339066466,463066.7
-737824452,522950.47
1311400350,425845.78
-816134577,662466.4
-171566976,520959.38
-1569898139,868549.94
666000143,732037.7
806441382,539549.2
2076032730,391912.94
2024059084,780048.7
-1306034556,345106.0
291965638,782241.9
-335567161,546726.2
-893324322,299573.62
1689400150,929381.1
808932719,408222.06
1441000350,672068.2
806441439,282906.84
-1168908269,2377359.5
-1974898282,579118.56
951665423,582327.94
92385828,538014.94
1562200090,574697.9
-899896316,502518.6
-1240334362,351542.3
522049122,373761.22
869700060,365740.78
811000055,1500108.0
1221059176,439866.3
1523059103,567696.44
2025760210,1021863.2
628465496,513118.94
92357428,387546.16
-1671878161,503098.3
-536067037,978792.5
524069049,332390.06
-1173467146,670878.4
1286432784,837022.6
-502134572,359439.88
-224267006,569659.7
-998967126,700939.56
648565448,532676.7
-1550367256,373182.44
-1776334212,654597.94
1845132854,543577.2
-2093466741,491826.62
-1694857046,510891.38
42032979,199406.72
1186000150,344122.03
1972201963,519390.28
1105000745,443825.97
-1407266736,580139.56
-255267216,645227.25
522049104,371675.1
-92567218,289429.16
-1069933897,185145.62
-875934282,559892.7
24232764,633944.56
34765423,623749.0
809553314,342887.0
-1940666451,324904.28
-470867005,515413.72
1856833316,229291.86
1159232784,658021.0
2118632994,374532.66
2131200065,252099.23
1459920010,334738.38
50300090,536057.94
-1968667206,654447.5
-875934522,537532.8
-664786796,1046839.5
1727850340,1146572.6
101495738,1003567.5
-1984936906,290642.3
1266433314,542292.56
-1579233576,498191.1
-706328677,323284.06
1282300995,388229.03
-254266986,557399.4
-941566861,299810.28
2143701015,578886.06
255450020,447088.16
1020069017,378110.03
-256767176,502836.9
694866508,244131.89
1965200075,602404.6
847100047,523215.38
-256266576,569504.9
-1774834507,785536.44
-1786967276,296915.66
255520180,999662.6
-1767833842,554752.56
869700050,367798.53
1775801405,471324.8
-1989534502,305391.34
-1387604322,348235.56
1683400165,1283969.5
-1669898226,919451.8
-964232152,359101.03
-906966656,314108.66
1899400365,352587.84
-1689944392,874285.0
1274732724,903007.0
986000045,336633.25
-1001267075,275018.72
-530167046,269993.78
-2003566730,279391.5
-75566060,1366189.5
-55566456,230365.4
-1378533602,329300.84
-893434312,261513.02
-1374213522,373648.6
-1090117156,458442.38
27232924,577131.5
-1728667196,690027.06
1944900090,291373.62
-1941434202,422458.9
-1204634572,716913.44
1704900135,443552.2
-1417866641,635627.5
-1568888198,664741.5
-964230792,395754.8
318300040,831385.3
-667134402,621019.8
2023049361,297373.6
356465618,486352.62
1776633154,586245.2
48832804,417553.0
1443300140,522732.56
1024039001,947149.5
-1527262436,642873.56
-1355333741,845839.9
644200065,765527.5
-805534557,754833.0
-468966736,290445.03
682267668,403273.78
263000253,492949.4
-673908253,665789.6
240000130,605035.8
1352300120,350606.2
-740733731,287038.53
-1807267166,446628.34
1796100140,345008.28
-1355333371,731101.44
61775598,419894.66
-1378767205,419215.25
1232000915,537677.44
1545801970,506064.0
-1083766876,249945.64
-903729917,207036.84
-1153367086,333918.3
-335566012,596620.94
2113700825,259286.69
-418966586,376328.22
522069022,477541.03
-1080767226,378851.06
1221039156,427986.53
259600790,396331.2
785000040,349922.72
-451064122,363061.75
-1698667261,330630.03
540100057,1247234.2
-1221467251,680338.6
1068232970,375593.56
92327058,453390.1
-1070457216,820353.4
-1083697136,659536.4
679265928,234613.45
293810190,458466.0
-97567253,285235.03
-1268888265,324370.84
1037233109,920066.7
-1821556086,343663.53
678265723,562054.06
-466434542,645651.94
-1073898205,456547.53
-1809967131,550185.1
-236167081,1251758.9
1926059039,755837.1
-1761666616,940671.8
-951063656,355735.38
1405036409,1461704.0
2023049372,457238.16
-236166466,868458.8
-961964994,397476.56
-1350466956,381869.78
1982200790,453452.38
339065678,558260.1
-467833152,310795.47
-1064404122,789422.9
742865428,565662.8
-416066771,366706.12
1125332914,310129.56
642965573,306174.9
2119132730,341462.6
-1281666636,678551.56
-635634472,536234.4
1081200360,460910.03
-1417864951,501088.2
-2092467041,444374.0
-605534542,380060.47
968085788,629375.94
-777132742,262430.66
354525428,509098.62
-1988567256,687026.94
59465818,338024.94
-700332572,226103.06
2041000025,544986.94
871001484,504839.62
-1527365155,543279.2
-664786826,631818.2
-1525365156,376304.2
-1821717016,425468.66
1127593364,509277.3
-538367056,278943.16
61665568,459720.38
-1387634052,823504.5
372015658,615411.25
-991967166,453946.5
798000062,277720.53
1695900150,1088588.6
1604730150,478972.72
-158036986,524032.84
245466658,1751156.9
75965736,455972.28
672865663,460907.4
1853080570,718311.6
1261332818,787033.1
927265698,444688.56
-257767001,521976.88
-1172834469,369523.4
-1674898219,374230.25
-667214552,597216.4
558100090,363076.66
257000037,320475.94
-975466911,584787.8
707366928,330594.1
-714067206,318732.2
1321039076,215506.34
-1362133011,312338.78
817067028,311588.16
2130400150,274483.16
-1982567096,256618.31
-248267086,328157.2
1193000480,966544.5
1492800296,465458.03
-1281667279,414111.6
-664727156,600475.7
1049010390,330371.9
730965828,216739.92
20732764,306774.1
-1703957006,284958.53
323089085,670814.4
-1989534322,298922.66
-1375266191,529358.6
-1387573922,794634.7
337665508,862453.5
-1083267251,664100.25
-267265970,557617.4
1601600195,368066.25
-736654242,1154754.5
-664997166,606843.94
-1386814572,780011.5
952965598,309651.1
-554584472,593865.44
1238501184,870233.9
251200240,466563.3
355365608,221657.92
-2132967136,1023019.6
1171342764,337335.44
1239400064,608472.4
910032724,504716.38
1720800305,633174.2
-1309634217,532123.25
2095800400,440820.84
-737923642,522724.6
1428001160,501539.97
938170318,511005.88
54275878,1084266.0
-666634282,571189.94
254000100,806095.25
1931300688,466058.12
-1582234562,308168.38
422049178,264302.84
422069067,439159.2
-1371917903,393993.53
930000305,494073.78
-1833066848,421835.7
-1684867276,268651.75
-1399417246,332384.03
-888234552,320875.62
-1834067276,650429.25
1237765513,768669.56
1005000240,434302.44
-1389933338,445817.22
866400040,577947.25
305000170,672829.44
-2034167186,922094.94
-852967169,532782.4
958333141,350424.66
-1013234442,1001673.3
1174534114,698712.44
809563824,822226.1
723049434,286995.8
622069006,1697812.0
-1777866096,361908.53
-430314432,361985.5
1266333344,515595.62
-977957166,274139.66
69232954,348043.3
142365468,534466.3
1308732729,601331.8
-709067106,1072298.4
-298066721,268483.47
141866668,289039.4
-484966436,435517.7
1405036289,2523723.2
2037032754,377660.28
696165658,444920.2
881266518,1066677.5
700865458,628476.9
-1289734192,559332.9
526069024,911360.9
1454600156,1313021.1
-389986936,420776.16
-1668848234,215418.4
61795698,374637.34
-978734397,720931.9
1919800260,642001.1
-1957034238,282562.78
-322067101,282276.22
856632874,405923.8
-1573934152,464758.97
871000435,765518.75
988125948,489047.94
-1962267236,765632.6
766000240,419120.9
68732904,244027.61
-1489934342,335411.97
-1513716736,271023.38
-1513717196,412158.97
1124832924,294154.44
-1442334347,386064.34
-1368898213,802321.8
1894232829,839057.44
952895568,299076.1
857232724,379970.22
822965453,611144.6
-1989524112,233299.28
-1609964512,671505.06
1341042984,303337.44
1732801300,701474.56
1266434234,646808.1
988565918,453749.56
-1285633686,295798.16
1223089077,628100.0
721049207,331942.78
101395718,906940.75
1523069204,402157.3
-1106867191,642961.25
-1981434302,456073.2
-1403566886,366112.44
-926234041,287231.3
1118232844,287205.0
425069139,495535.7
-1876234437,357309.62
-1527363791,533053.75
-800934512,282839.12
621566028,319392.78
-544362879,302370.44
-667134272,624640.1
1471620240,423162.94
-2072908244,398410.16
961265678,1090611.8
-1527364136,566450.94
816775468,431588.5
339065658,349249.62
1243332824,427937.56
-2071898176,486732.66
1652500060,928908.8
-25434352,424950.44
-665267176,566706.56
-351367226,438942.72
-123767271,332268.7
-1869918233,2645565.8
1238767058,343255.4
-713966956,259920.23
-489034577,481591.75
2125059161,1302769.5
304000380,307156.12
-443734522,874569.4
686530170,463007.53
-1377766651,402360.62
957265938,712572.1
2122059199,606967.8
1150000740,694168.8
1411232764,289229.66
675475418,265432.47
-211166741,554924.5
1857933036,254895.1
-1774066995,365791.38
1238266198,393227.03
1657530180,331893.72
-1118034547,340712.8
1238265868,537225.3
1775900140,537440.56
1844833134,584278.25
-1375534587,565042.25
1037232730,550886.56
921035708,724575.3
-1754137276,343798.25
-902867156,219186.48
1326069191,373667.12
2125059112,846482.25
859000022,432569.62
264165758,631231.0
121059007,209460.56
-612732885,373341.56
-435067236,2087150.0
225466143,879578.8
705700530,385320.97
-1989154462,563671.4
2083532809,480433.0
-446934282,431212.47
-1417864966,480247.03
-768928222,557067.25
2115510300,293670.66
-1270908282,1914518.5
2141330360,507009.84
546000400,594358.94
2071500011,477458.12
-617934352,268616.12
-1573734132,445829.12
1909232884,362859.94
1552100135,799193.9
88000173,473940.9
-1713067061,516068.38
621565968,309192.25
621069218,519604.3
1321970240,364173.5
798000630,249995.47
421000285,295919.2
-1470367116,961511.9
-462916156,374000.12
1237500105,549262.4
212466314,292118.72
-1128067026,536082.0
-612967236,642867.44
1174732724,308402.12
1245001820,552408.5
957271068,620878.3
-615234470,640308.0
-1039133367,574398.7
1099950050,1180791.2
1402900460,421047.9
-953134551,1640386.2
2115720270,276062.22
61507158,244977.33
-390867261,412066.2
225465428,641958.9
-991106706,704584.8
1132142744,723493.3
1782000160,398657.97
1909452994,446251.97
-299267051,250971.3
-634894462,370788.22
1442880650,483210.22
243575638,1237242.6
-1306034041,487309.97
101032884,292902.6
-1085913282,690246.25
322059264,414762.97
-640167256,355858.88
-1527262519,438858.16
-1016365106,333476.28
-1058467076,473009.8
-884367196,359745.78
629410180,675404.2
-942565046,278504.8
68733008,386669.0
-1352384462,1494693.0
1218655618,1060527.6
-515734417,368174.75
-831566966,509103.47
2011432844,741354.4
-24984342,580409.06
1086032774,298167.88
1236766105,582808.5
-457234402,471831.22
-646934572,244712.55
957270083,720406.06
-182867195,528377.1
727500030,426688.9
114101426,291722.56
684267413,718517.8
1193000380,845008.6
-1255967276,368144.53
-737764462,689692.2
-1670888286,597514.9
-157956756,478222.34
-1013734580,1160872.8
1138020020,249328.33
-325667266,225032.2
898000200,319056.38
858132734,312183.62
809564734,722542.5
111032754,257904.89
684268798,585029.9
92355768,371562.38
-1661334262,344978.34
-155287226,810712.5
-1745231902,487510.3
-2139997276,1692725.8
90733989,1236005.5
-1868908225,519365.03
-1427667136,841648.44
922566128,463452.84
1773101020,294776.47
97865508,342589.56
-667167246,1395170.8
1604600227,391274.3
-994266126,445762.38
660965519,435056.06
-1574733802,622775.4
1311100490,323665.97
-1825967286,703858.8
1982201596,527851.3
1862700290,407015.8
-1708167026,293225.97
938168180,480579.66
1195242904,328633.53
-1920854572,350958.1
179003055,321060.84
1860600535,1098151.4
1592000130,572116.75
-389927126,446116.66
730565488,401475.22
686266258,547540.7
224069114,431555.6
-2034966956,635459.6
801332834,347160.53
-862467081,439592.03
-1694967246,711957.4
266069247,302967.66
-1802766861,348882.1
-734034482,1260166.0
-1783834342,344996.44
-1524363773,440019.84
1370800515,1879398.0
-1568918146,466295.06
1226059161,578081.2
1068000375,3957279.8
938169517,395030.44
831342764,527373.3
1951820070,539066.25
1545805980,773212.5
874765748,999308.0
24233379,620745.7
-1071433707,578361.9
-737913972,483135.12
869700370,423913.8
53065598,348944.0
312065675,448606.5
-617332157,277133.72
2050100210,802954.1
-1884814052,466207.03
-1527365906,708576.0
-153966806,1038287.8
755465758,881294.25
-1072888134,426285.03
-800934472,273998.78
-1943733822,675173.6
-1923134412,533406.7
1725800280,421513.56
1822533164,1358245.5
1175132924,290153.5
1162333182,438575.75
-1039134397,502346.1
-802884412,685320.94
1909462954,461497.22
-949534342,558185.06
624110920,813050.0
-665047156,292838.62
-1416234074,677071.94
-1084766901,230235.83
-1821486736,478490.16
-1671878155,480435.28
1423800080,253629.08
2076400050,484886.38
-462907176,328285.84
-887333662,437530.5
806437259,388224.6
-571166881,433287.22
-938563896,354512.44
624465533,554626.1
1797500530,589760.06
961267068,1304643.2
-416066481,502099.9
1760650280,347995.53
1171442734,272264.0
2093963324,517693.1
-1963666901,960545.9
822765568,345650.78
871001611,524380.25
-1152367176,686038.94
-299267076,328032.66
-1984967016,353052.53
-550034192,488570.1
-1085913082,752708.06
1959700445,1362444.9
1556200155,895584.2
-665006706,370122.97
259000240,549045.56
662440020,565831.7
-1171918154,538923.3
321100260,676139.5
-1749233497,604803.3
-556067131,486178.28
132132834,358038.22
648565508,484565.56
1850634514,377884.38
-1724667206,345739.8
-277367286,541048.1
1005000220,617362.25
1257202120,514842.38
937065898,426260.22
101465488,663928.6
1726069084,525374.9
248000240,272900.9
1818432750,304100.06
2130702350,454248.78
920069052,224763.23
1776332864,599495.5
1623049041,168356.5
678265693,342106.7
1843100520,467759.53
-1407266470,731632.2
532065793,749169.56
885765628,364682.3
-1490367291,973286.7
-1398566996,326840.4
720032884,935111.06
-664747116,847649.56
242966188,580038.3
1568100300,516290.38
128566018,381106.12
-147767156,743355.75
1973700030,835939.3
272065483,223085.58
731055518,292257.75
1151100035,493704.03
2011000010,267131.12
1651500060,571023.3
446000190,1050726.2
-1950667076,1195275.2
523049195,243955.23
601265423,760013.56
-647333182,953821.0
-1452134292,292993.12
-736634312,396780.1
-1935234352,411039.44
569000050,555377.75
-710967116,313012.1
2026079055,333523.97
308766288,340026.28
780432854,729976.94
142046768,483470.2
-72467276,282255.47
-593214542,446771.9
-217167202,729338.9
-2143734227,545532.44
-1470878243,477734.62
1311800220,297785.4
-772918233,743623.06
1721801280,259396.75
1836632944,303770.5
-1387624552,460744.78
1123059125,611996.2
646910160,310450.94
1335532709,427143.7
-952866511,249433.69
957271018,725955.2
1773100123,335918.72
-941567204,425344.12
217500015,329107.44
-645867265,382463.84
-693634442,484543.38
623049185,316401.1
1773100430,360942.03
1781500220,799837.4
-899587096,259239.7
-1870908126,2745548.8
94233469,833276.06
1543000060,664725.7
1859932709,607505.25
-1392767056,441446.0
1442880640,496901.4
-27164102,493063.66
-1526666641,580833.75
-862465981,298544.03
740333274,745509.06
-668928268,394544.0
-418426516,344182.75
327000100,1055259.2
-1038634527,399504.03
1312920060,329154.84
-2079066066,278800.6
2011832714,578769.6
-1527267274,442053.9
1294933314,586196.56
25232724,574428.25
954837359,630422.44
648565888,580355.4
-409160731,737788.3
-684734387,484536.47
1432532806,440829.66
-709747226,288207.84
2078500210,482577.94
1839920050,320545.3
534000080,312470.47
856000255,326469.7
-153957186,1214978.4
968106228,1001204.44
-821234277,810799.9
-1498866656,392715.84
1922059010,289623.53
-846966754,368986.38
-411867076,346813.06
-1352633382,350522.94
-401866840,919957.9
988566518,447433.66
1850634699,448968.6
-270867176,269068.4
309065458,417390.56
-898147286,537878.94
-1840234475,413249.2
1954400060,480018.06
-990997196,682175.4
-1754117226,354757.62
-497966551,536828.94
-706330892,339032.84
-856465844,429098.97
-764757036,728716.6
-696367247,203610.97
731500170,477618.0
-1460630217,318316.62
263000006,451013.03
-1377274032,458798.4
1112700010,367572.34
-874898236,666676.56
-1821966826,533819.9
101456388,703963.56
